Run_accession	Sub-lineage	Country_or_Province	SetPart
ERR2199933	2.2	Swaziland	Africa
ERR2199938	2.2	Swaziland	Africa
ERR2199977	2.2	Swaziland	Africa
ERR2200010	2.2	Swaziland	Africa
ERR2200014	2.2	Swaziland	Africa
ERR2200015	2.2	Swaziland	Africa
ERR2200021	2.2	Swaziland	Africa
ERR2200025	2.2	Swaziland	Africa
ERR2200043	2.2	Swaziland	Africa
ERR2200044	2.2	Swaziland	Africa
ERR2200051	2.2	Swaziland	Africa
ERR2200052	2.2	Swaziland	Africa
ERR2200077	2.2	Swaziland	Africa
SRR5709739	2.2	Thailand	Southeast_Asia
SRR5709741	2.2	Thailand	Southeast_Asia
SRR5709742	2.2	Thailand	Southeast_Asia
SRR5709746	2.2	Thailand	Southeast_Asia
SRR5709749	2.2	Thailand	Southeast_Asia
SRR5709750	2.2	Thailand	Southeast_Asia
SRR5709751	2.2	Thailand	Southeast_Asia
SRR5709754	2.2	Thailand	Southeast_Asia
SRR5709756	2.2	Thailand	Southeast_Asia
SRR5709757	2.2	Thailand	Southeast_Asia
SRR5709759	2.2	Thailand	Southeast_Asia
SRR5709760	2.2	Thailand	Southeast_Asia
SRR5709761	2.2	Thailand	Southeast_Asia
SRR5709763	2.2	Thailand	Southeast_Asia
SRR5709765	2.2	Thailand	Southeast_Asia
SRR5709766	2.2	Thailand	Southeast_Asia
SRR5709768	2.2	Thailand	Southeast_Asia
SRR5709770	2.2	Thailand	Southeast_Asia
SRR5709772	2.2	Thailand	Southeast_Asia
SRR5709775	2.2	Thailand	Southeast_Asia
SRR5709776	2.2	Thailand	Southeast_Asia
SRR5709778	2.2	Thailand	Southeast_Asia
SRR5709780	2.2	Thailand	Southeast_Asia
SRR5709783	2.2	Thailand	Southeast_Asia
SRR5709784	2.2	Thailand	Southeast_Asia
SRR5709785	2.2	Thailand	Southeast_Asia
SRR5709786	2.2	Thailand	Southeast_Asia
SRR5709787	2.2	Thailand	Southeast_Asia
SRR5709788	2.2	Thailand	Southeast_Asia
SRR5709793	2.2	Thailand	Southeast_Asia
SRR5709794	2.2	Thailand	Southeast_Asia
SRR5709795	2.2	Thailand	Southeast_Asia
SRR5709796	2.2	Thailand	Southeast_Asia
SRR5709799	2.2	Thailand	Southeast_Asia
SRR5709801	2.2	Thailand	Southeast_Asia
SRR5709802	2.2	Thailand	Southeast_Asia
SRR5709803	2.2	Thailand	Southeast_Asia
SRR5709804	2.2	Thailand	Southeast_Asia
SRR5709805	2.2	Thailand	Southeast_Asia
SRR5709806	2.2	Thailand	Southeast_Asia
SRR5709807	2.2	Thailand	Southeast_Asia
SRR5709808	2.2	Thailand	Southeast_Asia
SRR5709809	2.2	Thailand	Southeast_Asia
SRR5709811	2.2	Thailand	Southeast_Asia
SRR5709812	2.2	Thailand	Southeast_Asia
SRR5709813	2.2	Thailand	Southeast_Asia
SRR5709816	2.2	Thailand	Southeast_Asia
SRR5709817	2.2	Thailand	Southeast_Asia
SRR5709820	2.2	Thailand	Southeast_Asia
SRR5709823	2.2	Thailand	Southeast_Asia
SRR5709825	2.2	Thailand	Southeast_Asia
SRR5709826	2.2	Thailand	Southeast_Asia
SRR5709837	2.2	Thailand	Southeast_Asia
SRR5709843	2.2	Thailand	Southeast_Asia
SRR5709844	2.2	Thailand	Southeast_Asia
SRR5709847	2.2	Thailand	Southeast_Asia
SRR5709852	2.2	Thailand	Southeast_Asia
SRR5709853	2.2	Thailand	Southeast_Asia
SRR5709855	2.2	Thailand	Southeast_Asia
SRR5709859	2.2	Thailand	Southeast_Asia
SRR5709860	2.2	Thailand	Southeast_Asia
SRR5709862	2.2	Thailand	Southeast_Asia
SRR5709863	2.2	Thailand	Southeast_Asia
SRR5709864	2.2	Thailand	Southeast_Asia
SRR5709865	2.2	Thailand	Southeast_Asia
SRR5709867	2.2	Thailand	Southeast_Asia
SRR5709870	2.2	Thailand	Southeast_Asia
SRR5709873	2.2	Thailand	Southeast_Asia
SRR5709874	2.2	Thailand	Southeast_Asia
SRR5709876	2.2	Thailand	Southeast_Asia
SRR5709877	2.2	Thailand	Southeast_Asia
SRR5709878	2.2	Thailand	Southeast_Asia
SRR5709879	2.2	Thailand	Southeast_Asia
SRR5709880	2.2	Thailand	Southeast_Asia
SRR5709881	2.2	Thailand	Southeast_Asia
SRR5709882	2.2	Thailand	Southeast_Asia
SRR5709884	2.2	Thailand	Southeast_Asia
SRR5709885	2.2	Thailand	Southeast_Asia
SRR5709886	2.2	Thailand	Southeast_Asia
SRR5709888	2.2	Thailand	Southeast_Asia
SRR5709889	2.2	Thailand	Southeast_Asia
SRR5709890	2.2	Thailand	Southeast_Asia
SRR5709891	2.2	Thailand	Southeast_Asia
SRR5709892	2.2	Thailand	Southeast_Asia
SRR5709893	2.2	Thailand	Southeast_Asia
SRR5709894	2.2	Thailand	Southeast_Asia
SRR5709895	2.2	Thailand	Southeast_Asia
SRR5709900	2.2	Thailand	Southeast_Asia
SRR5709901	2.2	Thailand	Southeast_Asia
SRR5709902	2.2	Thailand	Southeast_Asia
SRR5709903	2.2	Thailand	Southeast_Asia
SRR5709906	2.2	Thailand	Southeast_Asia
SRR5709907	2.2	Thailand	Southeast_Asia
SRR5709909	2.2	Thailand	Southeast_Asia
SRR5709910	2.2	Thailand	Southeast_Asia
SRR5709911	2.2	Thailand	Southeast_Asia
SRR5709912	2.2	Thailand	Southeast_Asia
SRR5709918	2.2	Thailand	Southeast_Asia
SRR5709919	2.2	Thailand	Southeast_Asia
SRR5709922	2.2	Thailand	Southeast_Asia
SRR5709923	2.2	Thailand	Southeast_Asia
SRR5709926	2.2	Thailand	Southeast_Asia
SRR5709927	2.2	Thailand	Southeast_Asia
SRR5709929	2.2	Thailand	Southeast_Asia
SRR5709930	2.2	Thailand	Southeast_Asia
SRR5709932	2.2	Thailand	Southeast_Asia
SRR5709933	2.2	Thailand	Southeast_Asia
SRR5709935	2.2	Thailand	Southeast_Asia
SRR5709936	2.2	Thailand	Southeast_Asia
SRR5709943	2.2	Thailand	Southeast_Asia
SRR5709949	2.2	Thailand	Southeast_Asia
SRR5709951	2.2	Thailand	Southeast_Asia
SRR5709952	2.2	Thailand	Southeast_Asia
SRR5709953	2.2	Thailand	Southeast_Asia
SRR5709954	2.2	Thailand	Southeast_Asia
SRR5709956	2.2	Thailand	Southeast_Asia
SRR5709958	2.2	Thailand	Southeast_Asia
SRR5709959	2.2	Thailand	Southeast_Asia
SRR5709960	2.2	Thailand	Southeast_Asia
SRR5709961	2.2	Thailand	Southeast_Asia
SRR5709962	2.2	Thailand	Southeast_Asia
SRR5709964	2.2	Thailand	Southeast_Asia
SRR5709965	2.2	Thailand	Southeast_Asia
SRR5709970	2.2	Thailand	Southeast_Asia
SRR5709976	2.2	Thailand	Southeast_Asia
SRR5709977	2.2	Thailand	Southeast_Asia
SRR5709980	2.2	Thailand	Southeast_Asia
SRR5709989	2.2	Thailand	Southeast_Asia
SRR5709990	2.2	Thailand	Southeast_Asia
SRR5709991	2.2	Thailand	Southeast_Asia
SRR5709992	2.2	Thailand	Southeast_Asia
SRR5709993	2.2	Thailand	Southeast_Asia
SRR5709994	2.2	Thailand	Southeast_Asia
SRR5709996	2.2	Thailand	Southeast_Asia
SRR5710006	2.2	Thailand	Southeast_Asia
SRR5710007	2.2	Thailand	Southeast_Asia
SRR5710009	2.2	Thailand	Southeast_Asia
SRR5710010	2.2	Thailand	Southeast_Asia
SRR5710011	2.2	Thailand	Southeast_Asia
SRR5710012	2.2	Thailand	Southeast_Asia
SRR5710014	2.2	Thailand	Southeast_Asia
SRR5710015	2.2	Thailand	Southeast_Asia
SRR5710016	2.2	Thailand	Southeast_Asia
SRR5710020	2.2	Thailand	Southeast_Asia
SRR5710023	2.2	Thailand	Southeast_Asia
SRR5710024	2.2	Thailand	Southeast_Asia
SRR5710025	2.2	Thailand	Southeast_Asia
SRR5710026	2.2	Thailand	Southeast_Asia
SRR5710028	2.2	Thailand	Southeast_Asia
SRR5837706	2.2	Thailand	Southeast_Asia
SRR5837707	2.2	Thailand	Southeast_Asia
SRR5837709	2.2	Thailand	Southeast_Asia
SRR5837710	2.2	Thailand	Southeast_Asia
SRR5837711	2.2	Thailand	Southeast_Asia
SRR5837712	2.2	Thailand	Southeast_Asia
SRR6044837	2.2	United_Kingdom	West_Europe
SRR6044883	2.2	United_Kingdom	West_Europe
SRR6044893	2.2	United_Kingdom	West_Europe
SRR6045056	2.2	United_Kingdom	West_Europe
SRR6045085	2.2	United_Kingdom	West_Europe
SRR6045092	2.2	United_Kingdom	West_Europe
SRR6045150	2.2	United_Kingdom	West_Europe
SRR6045163	2.2	United_Kingdom	West_Europe
SRR6045173	2.2	United_Kingdom	West_Europe
SRR6045174	2.2	United_Kingdom	West_Europe
SRR6045181	2.2	United_Kingdom	West_Europe
SRR6045199	2.2	United_Kingdom	West_Europe
SRR6045210	2.2	United_Kingdom	West_Europe
SRR6045245	2.2	United_Kingdom	West_Europe
SRR6045292	2.2	United_Kingdom	West_Europe
SRR6045418	2.2	United_Kingdom	West_Europe
SRR6045433	2.2	United_Kingdom	West_Europe
SRR6045492	2.2	United_Kingdom	West_Europe
SRR6045520	2.2	United_Kingdom	West_Europe
SRR6045537	2.2	United_Kingdom	West_Europe
SRR6045544	2.2	United_Kingdom	West_Europe
SRR6045647	2.2	United_Kingdom	West_Europe
SRR6045688	2.2	United_Kingdom	West_Europe
SRR6045759	2.2	United_Kingdom	West_Europe
SRR6045763	2.2	United_Kingdom	West_Europe
SRR6045808	2.2	United_Kingdom	West_Europe
SRR6045824	2.2	United_Kingdom	West_Europe
SRR6045828	2.2	United_Kingdom	West_Europe
SRR6045871	2.2	United_Kingdom	West_Europe
SRR6045989	2.2	United_Kingdom	West_Europe
SRR6046072	2.2	United_Kingdom	West_Europe
SRR6046181	2.2	United_Kingdom	West_Europe
SRR6046243	2.2	United_Kingdom	West_Europe
SRR6046269	2.2	United_Kingdom	West_Europe
SRR6046297	2.2	United_Kingdom	West_Europe
SRR6046343	2.2	United_Kingdom	West_Europe
SRR6046428	2.2	United_Kingdom	West_Europe
SRR6046504	2.2	United_Kingdom	West_Europe
SRR6046530	2.2	United_Kingdom	West_Europe
SRR6046578	2.2	United_Kingdom	West_Europe
SRR6046583	2.2	United_Kingdom	West_Europe
SRR6046610	2.2	United_Kingdom	West_Europe
SRR6046629	2.2	United_Kingdom	West_Europe
SRR6046632	2.2	United_Kingdom	West_Europe
SRR6046838	2.2	United_Kingdom	West_Europe
SRR6046861	2.2	United_Kingdom	West_Europe
SRR6046901	2.2	United_Kingdom	West_Europe
SRR6367395	2.2	United_Kingdom	West_Europe
SRR6824441	2.2	Anhui	South_China
SRR6824442	2.2	Anhui	South_China
SRR6824444	2.2	Anhui	South_China
SRR6824450	2.2	Anhui	South_China
SRR6824497	2.2	Anhui	South_China
SRR6824498	2.2	Anhui	South_China
SRR6824499	2.2	Anhui	South_China
SRR6824500	2.2	Anhui	South_China
SRR6824502	2.2	Anhui	South_China
SRR6824503	2.2	Anhui	South_China
SRR6824504	2.2	Anhui	South_China
SRR6824505	2.2	Anhui	South_China
SRR6824506	2.2	Anhui	South_China
SRR6824510	2.2	Anhui	South_China
SRR6824632	2.2	Anhui	South_China
SRR6824633	2.2	Anhui	South_China
SRR6824635	2.2	Anhui	South_China
SRR6824636	2.2	Anhui	South_China
SRR6824637	2.2	Anhui	South_China
ERR2516254	2.2	Belgium	West_Europe
ERR2516327	2.2	Belgium	West_Europe
ERR2516352	2.2	Belgium	West_Europe
SRR6824628	2.2	Fujian	South_China
SRR6824629	2.2	Fujian	South_China
SRR6824631	2.2	Fujian	South_China
SRR6824669	2.2	Fujian	South_China
SRR6824670	2.2	Fujian	South_China
SRR6824672	2.2	Fujian	South_China
SRR6824673	2.2	Fujian	South_China
SRR6824674	2.2	Fujian	South_China
SRR6824675	2.2	Fujian	South_China
SRR6824616	2.2	Gansu	West_China
SRR6824622	2.2	Gansu	West_China
SRR6824623	2.2	Gansu	West_China
SRR6824664	2.2	Gansu	West_China
SRR6824665	2.2	Gansu	West_China
SRR6824666	2.2	Gansu	West_China
SRR6824286	2.2	Guangdong	South_China
SRR6824287	2.2	Guangdong	South_China
SRR6824402	2.2	Guangdong	South_China
SRR6824403	2.2	Guangdong	South_China
SRR6824407	2.2	Guangdong	South_China
SRR6824408	2.2	Guangdong	South_China
SRR6824410	2.2	Guangdong	South_China
SRR6824523	2.2	Guangdong	South_China
CRR104095	2.2	Guangxi	South_China
CRR104096	2.2	Guangxi	South_China
CRR104098	2.2	Guangxi	South_China
CRR104099	2.2	Guangxi	South_China
CRR104102	2.2	Guangxi	South_China
CRR104104	2.2	Guangxi	South_China
CRR104105	2.2	Guangxi	South_China
CRR104107	2.2	Guangxi	South_China
CRR104108	2.2	Guangxi	South_China
CRR104110	2.2	Guangxi	South_China
CRR104111	2.2	Guangxi	South_China
CRR104112	2.2	Guangxi	South_China
CRR104114	2.2	Guangxi	South_China
CRR104115	2.2	Guangxi	South_China
CRR104117	2.2	Guangxi	South_China
CRR104118	2.2	Guangxi	South_China
CRR104119	2.2	Guangxi	South_China
CRR104120	2.2	Guangxi	South_China
CRR104121	2.2	Guangxi	South_China
CRR104122	2.2	Guangxi	South_China
CRR104123	2.2	Guangxi	South_China
CRR104125	2.2	Guangxi	South_China
CRR104126	2.2	Guangxi	South_China
CRR104128	2.2	Guangxi	South_China
CRR104129	2.2	Guangxi	South_China
CRR104130	2.2	Guangxi	South_China
CRR104131	2.2	Guangxi	South_China
CRR104132	2.2	Guangxi	South_China
CRR104134	2.2	Guangxi	South_China
CRR104135	2.2	Guangxi	South_China
CRR104136	2.2	Guangxi	South_China
CRR104139	2.2	Guangxi	South_China
CRR104140	2.2	Guangxi	South_China
CRR104141	2.2	Guangxi	South_China
CRR104142	2.2	Guangxi	South_China
CRR104143	2.2	Guangxi	South_China
CRR104145	2.2	Guangxi	South_China
CRR104147	2.2	Guangxi	South_China
CRR104148	2.2	Guangxi	South_China
CRR104151	2.2	Guangxi	South_China
CRR104152	2.2	Guangxi	South_China
CRR104153	2.2	Guangxi	South_China
CRR104154	2.2	Guangxi	South_China
CRR104155	2.2	Guangxi	South_China
CRR104157	2.2	Guangxi	South_China
CRR104159	2.2	Guangxi	South_China
CRR104163	2.2	Guangxi	South_China
CRR104167	2.2	Guangxi	South_China
CRR104169	2.2	Guangxi	South_China
CRR104172	2.2	Guangxi	South_China
CRR104174	2.2	Guangxi	South_China
CRR104175	2.2	Guangxi	South_China
CRR104177	2.2	Guangxi	South_China
CRR104178	2.2	Guangxi	South_China
CRR104179	2.2	Guangxi	South_China
CRR104180	2.2	Guangxi	South_China
CRR104181	2.2	Guangxi	South_China
CRR104182	2.2	Guangxi	South_China
CRR104185	2.2	Guangxi	South_China
CRR104186	2.2	Guangxi	South_China
CRR104187	2.2	Guangxi	South_China
CRR104189	2.2	Guangxi	South_China
CRR104190	2.2	Guangxi	South_China
CRR104191	2.2	Guangxi	South_China
CRR104195	2.2	Guangxi	South_China
CRR104196	2.2	Guangxi	South_China
CRR104197	2.2	Guangxi	South_China
CRR104198	2.2	Guangxi	South_China
CRR104199	2.2	Guangxi	South_China
CRR104201	2.2	Guangxi	South_China
CRR104204	2.2	Guangxi	South_China
CRR104205	2.2	Guangxi	South_China
CRR104210	2.2	Guangxi	South_China
CRR104212	2.2	Guangxi	South_China
CRR104214	2.2	Guangxi	South_China
CRR104218	2.2	Guangxi	South_China
CRR104219	2.2	Guangxi	South_China
CRR104221	2.2	Guangxi	South_China
CRR104222	2.2	Guangxi	South_China
CRR104223	2.2	Guangxi	South_China
CRR104224	2.2	Guangxi	South_China
CRR104225	2.2	Guangxi	South_China
CRR104226	2.2	Guangxi	South_China
CRR104227	2.2	Guangxi	South_China
CRR104228	2.2	Guangxi	South_China
CRR104229	2.2	Guangxi	South_China
CRR104231	2.2	Guangxi	South_China
CRR104232	2.2	Guangxi	South_China
CRR104233	2.2	Guangxi	South_China
CRR104234	2.2	Guangxi	South_China
CRR104235	2.2	Guangxi	South_China
CRR104237	2.2	Guangxi	South_China
CRR104239	2.2	Guangxi	South_China
CRR104241	2.2	Guangxi	South_China
CRR104242	2.2	Guangxi	South_China
CRR104243	2.2	Guangxi	South_China
CRR104248	2.2	Guangxi	South_China
CRR104250	2.2	Guangxi	South_China
CRR104252	2.2	Guangxi	South_China
CRR104253	2.2	Guangxi	South_China
CRR104255	2.2	Guangxi	South_China
CRR104256	2.2	Guangxi	South_China
CRR104261	2.2	Guangxi	South_China
CRR104263	2.2	Guangxi	South_China
CRR104264	2.2	Guangxi	South_China
CRR104265	2.2	Guangxi	South_China
CRR104267	2.2	Guangxi	South_China
CRR104273	2.2	Guangxi	South_China
CRR104274	2.2	Guangxi	South_China
CRR104277	2.2	Guangxi	South_China
CRR104279	2.2	Guangxi	South_China
CRR104280	2.2	Guangxi	South_China
CRR104281	2.2	Guangxi	South_China
CRR104283	2.2	Guangxi	South_China
CRR104284	2.2	Guangxi	South_China
CRR104285	2.2	Guangxi	South_China
CRR104289	2.2	Guangxi	South_China
CRR104291	2.2	Guangxi	South_China
CRR104293	2.2	Guangxi	South_China
CRR104295	2.2	Guangxi	South_China
CRR104299	2.2	Guangxi	South_China
CRR104302	2.2	Guangxi	South_China
CRR104304	2.2	Guangxi	South_China
CRR104308	2.2	Guangxi	South_China
CRR104311	2.2	Guangxi	South_China
CRR104313	2.2	Guangxi	South_China
CRR104314	2.2	Guangxi	South_China
CRR104316	2.2	Guangxi	South_China
CRR104317	2.2	Guangxi	South_China
CRR104319	2.2	Guangxi	South_China
CRR104321	2.2	Guangxi	South_China
CRR104325	2.2	Guangxi	South_China
CRR104326	2.2	Guangxi	South_China
CRR104327	2.2	Guangxi	South_China
CRR104328	2.2	Guangxi	South_China
CRR104330	2.2	Guangxi	South_China
CRR104331	2.2	Guangxi	South_China
CRR104332	2.2	Guangxi	South_China
CRR104333	2.2	Guangxi	South_China
CRR104336	2.2	Guangxi	South_China
CRR104337	2.2	Guangxi	South_China
CRR104339	2.2	Guangxi	South_China
CRR104345	2.2	Guangxi	South_China
CRR104347	2.2	Guangxi	South_China
CRR104348	2.2	Guangxi	South_China
CRR104350	2.2	Guangxi	South_China
CRR104352	2.2	Guangxi	South_China
CRR104358	2.2	Guangxi	South_China
CRR104361	2.2	Guangxi	South_China
CRR104363	2.2	Guangxi	South_China
CRR104365	2.2	Guangxi	South_China
CRR104366	2.2	Guangxi	South_China
CRR104370	2.2	Guangxi	South_China
CRR104372	2.2	Guangxi	South_China
CRR104373	2.2	Guangxi	South_China
CRR104375	2.2	Guangxi	South_China
CRR104376	2.2	Guangxi	South_China
CRR104377	2.2	Guangxi	South_China
CRR104378	2.2	Guangxi	South_China
CRR104379	2.2	Guangxi	South_China
CRR104381	2.2	Guangxi	South_China
CRR104383	2.2	Guangxi	South_China
CRR242874	2.2	Guangxi	South_China
CRR242875	2.2	Guangxi	South_China
CRR242876	2.2	Guangxi	South_China
CRR242878	2.2	Guangxi	South_China
CRR242883	2.2	Guangxi	South_China
CRR242884	2.2	Guangxi	South_China
CRR242885	2.2	Guangxi	South_China
CRR242886	2.2	Guangxi	South_China
CRR242887	2.2	Guangxi	South_China
CRR242888	2.2	Guangxi	South_China
CRR242889	2.2	Guangxi	South_China
CRR242890	2.2	Guangxi	South_China
CRR242895	2.2	Guangxi	South_China
CRR242897	2.2	Guangxi	South_China
CRR242898	2.2	Guangxi	South_China
CRR242900	2.2	Guangxi	South_China
CRR242901	2.2	Guangxi	South_China
CRR242902	2.2	Guangxi	South_China
CRR242905	2.2	Guangxi	South_China
CRR242906	2.2	Guangxi	South_China
CRR242907	2.2	Guangxi	South_China
CRR242908	2.2	Guangxi	South_China
CRR242909	2.2	Guangxi	South_China
CRR242910	2.2	Guangxi	South_China
CRR242911	2.2	Guangxi	South_China
CRR242915	2.2	Guangxi	South_China
CRR242919	2.2	Guangxi	South_China
CRR242920	2.2	Guangxi	South_China
CRR242922	2.2	Guangxi	South_China
CRR242924	2.2	Guangxi	South_China
CRR242925	2.2	Guangxi	South_China
CRR242926	2.2	Guangxi	South_China
CRR242928	2.2	Guangxi	South_China
CRR242930	2.2	Guangxi	South_China
CRR242931	2.2	Guangxi	South_China
SRR6824477	2.2	Guizhou	Southwest_China
SRR6824478	2.2	Guizhou	Southwest_China
SRR6824542	2.2	Guizhou	Southwest_China
SRR6824319	2.2	Hebei	North_China
SRR6824320	2.2	Hebei	North_China
SRR6824346	2.2	Hebei	North_China
SRR6824411	2.2	Hebei	North_China
SRR6824412	2.2	Hebei	North_China
SRR6824487	2.2	Hebei	North_China
SRR6824488	2.2	Hebei	North_China
SRR6824489	2.2	Hebei	North_China
SRR6824492	2.2	Hebei	North_China
SRR6824494	2.2	Hebei	North_China
SRR6824495	2.2	Hebei	North_China
SRR6824496	2.2	Hebei	North_China
SRR6824606	2.2	Hebei	North_China
SRR6824607	2.2	Hebei	North_China
SRR6824608	2.2	Hebei	North_China
SRR6824612	2.2	Hebei	North_China
SRR6824437	2.2	Heilongjiang	North_China
SRR6824585	2.2	Heilongjiang	North_China
SRR6824586	2.2	Heilongjiang	North_China
SRR6824587	2.2	Heilongjiang	North_China
SRR6824588	2.2	Heilongjiang	North_China
SRR6824698	2.2	Heilongjiang	North_China
SRR6824699	2.2	Heilongjiang	North_China
SRR6824700	2.2	Heilongjiang	North_China
SRR6824701	2.2	Heilongjiang	North_China
SRR6824704	2.2	Heilongjiang	North_China
SRR6824706	2.2	Heilongjiang	North_China
SRR6824384	2.2	Henan	North_China
SRR6824385	2.2	Henan	North_China
SRR6824387	2.2	Henan	North_China
SRR6824391	2.2	Henan	North_China
SRR6824395	2.2	Henan	North_China
SRR6824396	2.2	Henan	North_China
SRR6824398	2.2	Henan	North_China
SRR6824453	2.2	Henan	North_China
SRR6824567	2.2	Henan	North_China
SRR6824568	2.2	Henan	North_China
SRR6824569	2.2	Henan	North_China
SRR6824570	2.2	Henan	North_China
SRR6824571	2.2	Henan	North_China
SRR6824572	2.2	Henan	North_China
SRR6824573	2.2	Henan	North_China
SRR6824574	2.2	Henan	North_China
SRR6824575	2.2	Henan	North_China
SRR6824576	2.2	Henan	North_China
SRR6824688	2.2	Henan	North_China
SRR6824689	2.2	Henan	North_China
SRR6824690	2.2	Henan	North_China
SRR6824691	2.2	Henan	North_China
SRR6824692	2.2	Henan	North_China
SRR6824693	2.2	Henan	North_China
SRR6824694	2.2	Henan	North_China
SRR6824696	2.2	Henan	North_China
SRR6824342	2.2	Hubei	South_China
SRR6824343	2.2	Hubei	South_China
SRR6824400	2.2	Hubei	South_China
SRR6824451	2.2	Hubei	South_China
SRR6824452	2.2	Hubei	South_China
SRR6824454	2.2	Hubei	South_China
SRR6824455	2.2	Hubei	South_China
SRR6824456	2.2	Hubei	South_China
SRR6824458	2.2	Hubei	South_China
SRR6824459	2.2	Hubei	South_China
SRR6824460	2.2	Hubei	South_China
SRR6824341	2.2	Hunan	South_China
SRR6824345	2.2	Hunan	South_China
SRR6824517	2.2	Hunan	South_China
SRR6824518	2.2	Hunan	South_China
SRR6824520	2.2	Hunan	South_China
SRR6824544	2.2	Hunan	South_China
SRR6824555	2.2	Hunan	South_China
SRR6824639	2.2	Hunan	South_China
SRR6824644	2.2	Hunan	South_China
SRR6824645	2.2	Hunan	South_China
SRR6824647	2.2	Hunan	South_China
SRR7898220	2.2	India	South_Asia
SRR7898225	2.2	India	South_Asia
SRR6824317	2.2	Inner_Mongolia	North_China
SRR6824322	2.2	Inner_Mongolia	North_China
SRR6824470	2.2	Inner_Mongolia	North_China
SRR6824473	2.2	Inner_Mongolia	North_China
SRR6824474	2.2	Inner_Mongolia	North_China
SRR6824475	2.2	Inner_Mongolia	North_China
SRR6824476	2.2	Inner_Mongolia	North_China
SRR6824533	2.2	Inner_Mongolia	North_China
SRR6824534	2.2	Inner_Mongolia	North_China
SRR6824537	2.2	Inner_Mongolia	North_China
SRR6824538	2.2	Inner_Mongolia	North_China
SRR6824539	2.2	Inner_Mongolia	North_China
SRR6824540	2.2	Inner_Mongolia	North_China
SRR6824648	2.2	Inner_Mongolia	North_China
SRR6824652	2.2	Inner_Mongolia	North_China
SRR6824653	2.2	Inner_Mongolia	North_China
SRR6824654	2.2	Inner_Mongolia	North_China
SRR6824655	2.2	Inner_Mongolia	North_China
SRR6824656	2.2	Inner_Mongolia	North_China
SRR6824657	2.2	Inner_Mongolia	North_China
SRR6824295	2.2	Jiangsu	South_China
SRR6824296	2.2	Jiangsu	South_China
SRR6824297	2.2	Jiangsu	South_China
SRR6824301	2.2	Jiangsu	South_China
SRR6824303	2.2	Jiangsu	South_China
SRR6824508	2.2	Jiangsu	South_China
SRR6824592	2.2	Jiangsu	South_China
SRR6824617	2.2	Jiangsu	South_China
SRR6824679	2.2	Jiangsu	South_China
SRR6824680	2.2	Jiangsu	South_China
SRR6824681	2.2	Jiangsu	South_China
SRR6824684	2.2	Jiangsu	South_China
SRR6824685	2.2	Jiangsu	South_China
SRR6824368	2.2	Jiangxi	South_China
SRR6824369	2.2	Jiangxi	South_China
SRR6824372	2.2	Jiangxi	South_China
SRR6824374	2.2	Jiangxi	South_China
SRR6824375	2.2	Jiangxi	South_China
SRR6824376	2.2	Jiangxi	South_China
SRR6824377	2.2	Jiangxi	South_China
SRR6824429	2.2	Jiangxi	South_China
SRR6824430	2.2	Jiangxi	South_China
SRR6824431	2.2	Jiangxi	South_China
SRR6824432	2.2	Jiangxi	South_China
SRR6824435	2.2	Jiangxi	South_China
SRR6824511	2.2	Jiangxi	South_China
SRR6824513	2.2	Jiangxi	South_China
SRR6824514	2.2	Jiangxi	South_China
SRR6824676	2.2	Jiangxi	South_China
SRR6824677	2.2	Jiangxi	South_China
SRR6824349	2.2	Jilin	North_China
SRR6824350	2.2	Jilin	North_China
SRR6824351	2.2	Jilin	North_China
SRR6824439	2.2	Jilin	North_China
SRR6824705	2.2	Jilin	North_China
SRR6824353	2.2	Liaoning	North_China
SRR6824355	2.2	Liaoning	North_China
SRR6824356	2.2	Liaoning	North_China
SRR6824367	2.2	Liaoning	North_China
SRR6824465	2.2	Liaoning	North_China
SRR6824469	2.2	Liaoning	North_China
SRR6824472	2.2	Liaoning	North_China
SRR6824529	2.2	Liaoning	North_China
SRR6824305	2.2	Ningxia	West_China
SRR6824306	2.2	Ningxia	West_China
SRR6824307	2.2	Ningxia	West_China
SRR6824308	2.2	Ningxia	West_China
SRR6824309	2.2	Ningxia	West_China
SRR6824310	2.2	Ningxia	West_China
SRR6824311	2.2	Ningxia	West_China
SRR6824312	2.2	Ningxia	West_China
SRR6824313	2.2	Ningxia	West_China
SRR6824314	2.2	Ningxia	West_China
SRR6824315	2.2	Ningxia	West_China
SRR6824316	2.2	Ningxia	West_China
SRR6824418	2.2	Ningxia	West_China
SRR6824658	2.2	Ningxia	West_China
SRR6824618	2.2	Qinghai	West_China
SRR6824659	2.2	Qinghai	West_China
SRR6824662	2.2	Qinghai	West_China
SRR6824663	2.2	Qinghai	West_China
SRR6824548	2.2	Shaanxi	North_China
SRR6824615	2.2	Shaanxi	North_China
SRR6824378	2.2	Shandong	North_China
SRR6824379	2.2	Shandong	North_China
SRR6824380	2.2	Shandong	North_China
SRR6824381	2.2	Shandong	North_China
SRR6824382	2.2	Shandong	North_China
SRR6824383	2.2	Shandong	North_China
SRR6824393	2.2	Shandong	North_China
SRR6824394	2.2	Shandong	North_China
SRR6824427	2.2	Shandong	North_China
SRR6824428	2.2	Shandong	North_China
SRR6824515	2.2	Shandong	North_China
SRR6824557	2.2	Shandong	North_China
SRR6824558	2.2	Shandong	North_China
SRR6824559	2.2	Shandong	North_China
SRR6824561	2.2	Shandong	North_China
