Gene	Type	StartPos	EndPos	4.2cnONLYchina_KLvalue	4.2cnONLYchina_Hvalue	4.2cnONLYchina_DFvalue
Rv1589	CDS	1790284	1791333	1.816568007129149e-10	1.3228975074045057	4.898148454945961e-06
Rv1590	CDS	1791334	1791573	0.0	1.3094152805260721	0.0
Rv1591	CDS	1791570	1792235	8.835679410346131e-10	1.3139789246132572	1.4314107166513157e-05
Rv1592c	CDS	1792400	1793740	9.722941826495468e-06	1.3401057429984928	0.0008696531557124132
Rv1593c	CDS	1793997	1794707	3.639664680754606e-10	1.3385285492286745	6.7363953958898826e-06
Rv1594	CDS	1794756	1795805	8.50382375627845e-10	1.3347505625555658	1.210795741468651e-05
Rv1595	CDS	1795805	1797388	7.296901971542979e-10	1.3000507529623169	2.2693288778130594e-06
Rv1596	CDS	1797388	1798245	5.848744798864214e-06	1.3306443803957753	0.0008524371226417138
Rv1597	CDS	1798294	1799052	8.051349424553766e-06	1.337259445714159	0.0008594099719741455
Rv1598c	CDS	1799073	1799483	4.180736146164321e-09	1.3420806580115165	1.7629913897143634e-05
Rv1599	CDS	1799583	1800899	8.668977202752615e-10	1.3063310766143026	1.1651658036682111e-05
Rv1600	CDS	1800896	1802038	1.2412935679328996e-09	1.350861322360287	9.451937662607879e-06
Rv1601	CDS	1802035	1802667	3.242326962471509e-10	1.343225882691326	-1.911011523747508e-06
Rv1602	CDS	1802664	1803284	4.6132542230736817e-10	1.338085029873727	3.664370565537034e-06
Rv1603	CDS	1803294	1804031	3.6631869759773394e-10	1.3269819773643343	-6.021031840108826e-06
Rv1604	CDS	1804039	1804851	2.6412472209358384e-10	1.3386717361916793	3.7689019961040238e-06
Rv1605	CDS	1804853	1805656	2.364654561048951e-08	1.3130543640590533	7.45990585305778e-05
Rv1606	CDS	1805653	1806000	1.4621870936259995e-09	1.356446869043439	8.374903790298038e-06
Rv1607	CDS	1806181	1807263	3.5013247856596763e-10	1.3163398153035826	1.9540381421823128e-06
Rv1608c	CDS	1807298	1807762	8.22560519697646e-10	1.3590801988191061	-7.901698028445203e-06
Rv1609	CDS	1807903	1809453	1.8659821655053754e-06	1.3371444185467145	-0.0003677527402159986
Rv1610	CDS	1809443	1810150	3.6141750703322373e-10	1.282139357869712	-4.3424326186536355e-06
Rv1611	CDS	1810240	1811058	2.8545211749886334e-09	1.3294475851002736	2.3696496838088166e-05
Rv1612	CDS	1811127	1812359	9.250810673044896e-10	1.3512093477146456	2.082114827828274e-06
Rv1613	CDS	1812359	1813171	5.802972435908771e-08	1.3271263219983596	6.81762998800961e-05
Rv1614	CDS	1813171	1814577	6.514892347819767e-09	1.3404793892060032	2.6216402062739785e-05
Rv1615	CDS	1815253	1815693	8.337203705188756e-10	1.3433504498155502	5.944903371968291e-06
Rv1616	CDS	1815683	1816081	4.041944612342974e-09	1.3428790405222364	1.112237136147165e-05
Rv1617	CDS	1816189	1817607	9.618200680350242e-11	1.3312138584906028	3.2407386333921373e-06
Rv1618	CDS	1817615	1818517	5.298384712248971e-06	1.355394959760508	-0.0006304079265043727
Rv1619	CDS	1818575	1820029	3.3859212655862336e-09	1.3296414833172492	2.109805653793817e-05
Rv1620c	CDS	1819963	1821693	5.551394899327988e-10	1.3097473654143943	1.2095693460500989e-05
Rv1621c	CDS	1821690	1823273	8.40166269888698e-11	1.3126138466124346	3.6516957735432953e-06
Rv1622c	CDS	1823360	1824400	6.795563389783155e-09	1.3396971774788309	3.0766466612375254e-05
Rv1623c	CDS	1824430	1825887	4.3640663305311023e-10	1.3560641810241618	6.414433032397859e-06
Rv1624c	CDS	1825998	1826585	1.6513458993283603e-05	1.3339132118677366	0.0015610359078799818
Rv1625c	CDS	1826614	1827945	2.2081613426649938e-08	1.3368286946370953	-4.541977936001196e-05
Rv1626	CDS	1828180	1828797	0.0	1.3521310867055765	0.0
Rv1627c	CDS	1828865	1830073	2.940808707663223e-10	1.3223091853132942	4.385746989077344e-06
Rv1628c	CDS	1830070	1830561	7.021013215258165e-10	1.331524685911138	7.4694091688476405e-06
Rv1629	CDS	1830665	1833379	2.2281465561491132e-10	1.3228422249110177	4.976258164646197e-06
Rv1630	CDS	1833542	1834987	2.8267838680928747e-08	1.3486156173852115	-4.739663321673415e-05
Rv1631	CDS	1835013	1836236	1.3024689105023413e-09	1.3254549286269695	-3.4063707791687214e-06
Rv1632c	CDS	1836387	1836830	0.0	1.3242834203889449	0.0
Rv1633	CDS	1837075	1839171	2.4233266504580797e-09	1.3327871369989008	1.549402687095469e-05
Rv1634	CDS	1839168	1840583	2.176607681148024e-06	1.3167046683177386	0.0002994546058048275
Rv1635c	CDS	1840572	1842242	3.285329230884315e-10	1.3366592080459836	-2.4309039372560903e-06
Rv1636	CDS	1842451	1842891	1.8604969231894586e-09	1.3428661466473593	3.625894457126577e-06
Rv1637c	CDS	1842898	1843692	1.9683998875308362e-10	1.3246933249913786	-1.3753338305999563e-06
Rv1638	CDS	1843741	1846659	8.055552336294625e-10	1.331839721925919	1.6361145646071051e-06
Rv1638A	CDS	1846716	1846973	0.0	1.3094481567919187	0.0
Rv1639c	CDS	1846989	1848458	5.71701574969552e-11	1.3302888552622685	-8.923652872194765e-08
Rv1640c	CDS	1848517	1852035	8.223084336234088e-07	1.3421833085822283	0.000370938399826104
Rv1641	CDS	1852273	1852878	4.280552523550085e-09	1.3454805195916117	2.25259340869699e-05
Rv1642	CDS	1852928	1853122	1.3452395081769986e-06	1.2924442436918977	-0.00021787402188966354
Rv1643	CDS	1853184	1853573	7.416525504844174e-09	1.322793465095712	2.8912368367606245e-05
Rv1644	CDS	1853606	1854388	3.3281399858253735e-10	1.3033868639135044	8.142433130908788e-06
Rv1645c	CDS	1854399	1855454	1.5651972495867028e-09	1.3493787434736197	2.01176474923237e-06
Rv1646	CDS	1855764	1856696	6.763915705310097e-09	1.3348749841331706	2.27759874457667e-05
Rv1647	CDS	1856774	1857724	4.1101838599288953e-10	1.327707757424839	6.854537490386114e-07
Rv1648	CDS	1857731	1858537	1.1655519327469221e-08	1.310649039827474	5.1882494991106753e-05
Rv1649	CDS	1858733	1859758	4.37748634812829e-06	1.3326660821996428	-0.0007158678599782364
Rv1650	CDS	1859758	1862253	7.336865813778459e-07	1.3108607633337312	-0.0002615658833620693
Rv1651c	CDS	1862347	1865382	1.5668728481355032e-08	1.289022980493649	5.930849934782101e-05
Rv1652	CDS	1865576	1866634	4.153804640250058e-06	1.3063018045857455	0.0007536920093582644
Rv1653	CDS	1866631	1867845	6.64640539488337e-06	1.293011795312745	0.0014887407611378078
Rv1654	CDS	1867842	1868726	2.548343203123693e-10	1.3173077388408476	5.799961335539727e-06
Rv1655	CDS	1868723	1869925	1.4742934650868733e-10	1.2867389690538593	5.019585437804341e-06
Rv1656	CDS	1869922	1870845	2.071954829929723e-09	1.3135845258496317	5.253362957424734e-06
Rv1657	CDS	1870842	1871354	7.434863280586512e-10	1.2761252901439035	-1.1117133797367007e-05
Rv1658	CDS	1871363	1872559	3.0277937958511636e-06	1.320006559420679	0.0006122589890796282
Rv1659	CDS	1872639	1874051	2.3287165848429048e-06	1.2940053962063136	0.000639798642582734
Rv1660	CDS	1874160	1875221	0.0	1.3295359802774973	0.0
Rv1661	CDS	1875304	1881684	4.796089081438026e-10	1.30119242773572	1.1253311105796637e-05
Rv1662	CDS	1881704	1886512	1.5683374043895526e-09	1.316840824088684	1.3775747219391121e-05
Rv1663	CDS	1886512	1888020	6.947563635506526e-10	1.3475013753117324	4.323442949649703e-06
Rv1664	CDS	1888026	1891079	1.0673080331757845e-06	1.3343378787203324	-0.0003904174339897093
Rv1665	CDS	1891226	1892287	3.2543168160259484e-10	1.3354542790591366	-1.5839621617108612e-06
Rv1666c	CDS	1892270	1893562	9.838519554605796e-09	1.3356174600759438	3.570652361833959e-05
Rv1669	CDS	1895725	1896087	0.0	1.3623101557351598	0.0
Rv1670	CDS	1896120	1896467	0.0	1.3604036040508118	0.0
Rv1671	CDS	1896475	1896867	2.3347724309452644e-09	1.3427767813401863	1.635853800141529e-05
Rv1672c	CDS	1896876	1898207	1.4725393127079656e-09	1.3132044241495375	1.548022488195855e-05
Rv1673c	CDS	1898300	1899232	1.7858525214187182e-09	1.345769919563717	-3.789284723332287e-06
Rv1674c	CDS	1899260	1899916	2.965924172926293e-10	1.341497694162619	1.0617804954149435e-06
Rv1675c	CDS	1900241	1900975	8.004788232540694e-06	1.3418430957656953	0.0007606560176392496
Rv1676	CDS	1901047	1901751	7.475566499159925e-09	1.3558229909269648	1.937559978087977e-05
Rv1677	CDS	1901748	1902296	7.019300585220378e-09	1.3479624030786006	2.028069642490138e-05
Rv1678	CDS	1902397	1903299	1.1485629114460494e-09	1.2935355047347274	1.7705427434122623e-05
Rv1679	CDS	1903299	1904420	8.711757426560496e-10	1.322648810133942	-6.802093564517442e-07
Rv1680	CDS	1904429	1905253	1.0855719101421357e-09	1.3411973693837318	1.031667705148065e-05
Rv1681	CDS	1905250	1906242	9.744481332951693e-10	1.3176627965005359	1.5156926897186285e-05
Rv1682	CDS	1906403	1907320	2.2100444252437512e-09	1.3584393509704766	-1.9388788672358714e-06
Rv1683	CDS	1907594	1910593	9.938422307342876e-11	1.3343608187724114	2.3247266008885603e-06
Rv1684	CDS	1910586	1910810	4.054757640759021e-09	1.3118606855220678	2.4639746723453815e-05
Rv1685c	CDS	1910776	1911399	0.0	1.3524725213178712	0.0
Rv1686c	CDS	1911401	1912081	2.3417754402288438e-09	1.3385476930965006	9.76178655254234e-06
Rv1687c	CDS	1912153	1912920	9.501634257169655e-09	1.346264423075187	3.18072851056006e-05
Rv1688	CDS	1912979	1913590	2.37837971539534e-09	1.2974006776201816	-1.266730258764337e-05
Rv1689	CDS	1913602	1914876	5.495275345879236e-10	1.3419956912841573	9.30924848280279e-06
Rv1690	CDS	1915527	1915910	0.0	1.3493367592852952	0.0
Rv1691	CDS	1915949	1916701	2.897433959425655e-09	1.2974394135929415	2.331521197806996e-05
Rv1692	CDS	1916698	1917759	1.702662011382472e-09	1.3148450690906088	7.838171223351065e-06
Rv1693	CDS	1917756	1917932	0.0	1.346844955827553	0.0
Rv1694	CDS	1917940	1918746	6.036104394091524e-10	1.300916847082811	1.3168628286763795e-05
Rv1695	CDS	1918746	1919669	9.032594117108772e-10	1.3374152318025005	-7.701492133249666e-06
Rv1696	CDS	1919683	1921446	1.4535313900831959e-06	1.319065739795123	-0.00046807019522548954
Rv1697	CDS	1921542	1922723	1.1563457413821254e-09	1.3508487071316626	9.441558951328588e-06
Rv1698	CDS	1922745	1923689	2.6127400243325383e-10	1.3418909569537467	2.8496621357065877e-07
Rv1699	CDS	1923829	1925589	1.506817889296297e-06	1.3550652176578373	0.0003094281847984548
Rv1700	CDS	1925582	1926205	4.373392759049466e-10	1.344054341008569	6.569694708413731e-06
Rv1701	CDS	1926202	1927137	0.0	1.3238374461811815	0.0
Rv1702c	CDS	1927211	1928575	2.3060678744357688e-07	1.2947517190915758	0.00013214811943074167
Rv1703c	CDS	1929131	1929880	1.2081464162427835e-09	1.3447657528948007	-9.412902420069535e-06
Rv1704c	CDS	1929786	1931456	1.3526208779701676e-06	1.3405072000584393	0.00018944001488169215
Rv1705c	CDS	1931497	1932654	2.2491325444851107e-06	1.3227353954703558	1.2373556822986576e-05
Rv1706c	CDS	1932694	1933878	4.1507014492125904e-09	1.3202888529149153	2.480290286671627e-05
Rv1706A	CDS	1934482	1934649	0.0	1.3409874921728757	0.0
Rv1707	CDS	1934882	1936342	1.9624864847078705e-06	1.3482366742212888	0.000250312651557949
Rv1708	CDS	1936360	1937316	4.822843303609048e-06	1.3412681334165413	-0.0006511908701983815
Rv1709	CDS	1937313	1938149	2.5553836824343534e-10	1.3446196442811855	4.140294397880773e-06
Rv1710	CDS	1938146	1938841	7.468881069172539e-10	1.3398561557343573	1.2310728658704306e-08
Rv1711	CDS	1938838	1939602	3.5219199778779853e-09	1.3321611219267924	-2.56660887449911e-05
Rv1712	CDS	1939599	1940291	3.58213514406458e-10	1.3304419495948923	6.670795937913088e-06
Rv1713	CDS	1940288	1941679	2.4944968313178606e-10	1.309589303927325	2.0073581980528665e-06
Rv1714	CDS	1941853	1942665	1.681920880347576e-09	1.3061027000089083	2.0997505767395008e-05
Rv1715	CDS	1942659	1943573	1.414533490340375e-10	1.3084974313376618	-1.1047042181022704e-07
Rv1716	CDS	1943576	1944406	1.3789640374017864e-08	1.3314963627104262	4.225313668693165e-05
Rv1717	CDS	1944406	1944756	3.6972628847387057e-09	1.3048970865669143	1.0897129004538986e-05
Rv1718	CDS	1944809	1945627	5.557778681719583e-10	1.3272641641487581	1.6434440596735378e-06
Rv1719	CDS	1945641	1946420	2.7031886729034227e-09	1.29273781835573	1.824502429992325e-05
Rv1720c	CDS	1947030	1947419	9.875375850398882e-09	1.345183223418599	3.522949379475282e-05
Rv1721c	CDS	1947416	1947643	0.0	1.3407883773542217	0.0
Rv1722	CDS	1947861	1949345	0.0	1.3272743933154434	0.0
Rv1723	CDS	1949342	1950589	1.2502032742389702e-10	1.3116376921915163	4.183146915470726e-06
Rv1724c	CDS	1950632	1951051	0.0	1.3731439420748655	0.0
Rv1725c	CDS	1951041	1951751	2.131725795884165e-09	1.3137387700481777	1.2496465054023798e-05
Rv1726	CDS	1951852	1953237	2.385963849160788e-06	1.316902578601297	0.0005584751221248685
Rv1727	CDS	1953270	1953839	4.771961104044209e-09	1.3081635105900138	3.6977055555276195e-05
Rv1728c	CDS	1953864	1954634	1.4484093369127038e-09	1.3514817920313438	-7.091000828185479e-07
Rv1729c	CDS	1954631	1955569	0.0	1.3529925367569047	0.0
Rv1730c	CDS	1955692	1957245	1.6788414207158375e-06	1.361054162040878	-0.0002889532232158154
Rv1731	CDS	1957677	1959233	2.591775294380483e-09	1.3352344671267744	-8.790854200690923e-06
Rv1732c	CDS	1959243	1959791	3.533270231947938e-09	1.2983086986620826	-2.652290098337229e-05
Rv1733c	CDS	1959855	1960487	1.650270370356921e-08	1.3335483627010996	3.746799118814481e-05
Rv1734c	CDS	1960774	1961016	2.6789354068412763e-08	1.34515474652828	4.248214638963299e-05
Rv1735c	CDS	1961291	1961788	7.968056214835428e-10	1.338684742499542	8.755301625085199e-06
Rv1735a	CDS	1961887	1962129	3.459253883342228e-09	1.3544383440531902	1.7558749321966438e-05
Rv1736c	CDS	1962228	1964186	1.3523142902704954e-06	1.3168393824791258	0.0004672482971864178
Rv1737c	CDS	1964183	1965370	1.1742640193546094e-10	1.2897414573282888	-3.2448490978609357e-06
Rv1738	CDS	1965657	1965941	1.948674333007716e-09	1.363457997571064	9.72411783545235e-06
Rv1739c	CDS	1965955	1967637	4.752031490529163e-09	1.3473286963482791	1.9179778942279846e-05
Rv1740	CDS	1967705	1967917	0.0	1.3285697340147427	0.0
Rv1741	CDS	1967917	1968165	0.0	1.3663970239095526	0.0
Rv1742	CDS	1968173	1968910	0.0	1.3271877265342353	0.0
Rv1743	CDS	1969004	1970704	8.275441443217346e-11	1.3363145097920288	1.2898884393930388e-07
Rv1744c	CDS	1970989	1971390	1.2676545368961456e-09	1.3179031975593718	1.61032522081328e-05
Rv1745c	CDS	1971380	1971991	8.273826630877945e-06	1.3397199293351516	-0.00023087063105281524
Rv1746	CDS	1972138	1973568	1.5305847700375352e-09	1.3209941099236155	6.555643493000307e-06
Rv1747	CDS	1973630	1976227	4.152513888300291e-10	1.33539941695914	7.917885019304016e-06
Rv1748	CDS	1976600	1977331	9.351778240684894e-10	1.3336462420172843	1.0907481646005301e-05
Rv1749c	CDS	1977328	1977885	5.885726905852096e-10	1.3534369128833188	-4.731942605640249e-06
Rv1750c	CDS	1977969	1979567	1.987528602809263e-08	1.351624799960118	4.3694894877543966e-05
Rv1751	CDS	1979621	1981003	1.2356793366308239e-10	1.3380966923326625	-1.3504062007507756e-07
Rv1752	CDS	1981130	1981579	0.0	1.3398357932476197	0.0
Rv1753c	CDS	1981614	1984775	3.090970064345555e-07	1.3541168004124118	-0.00017092344247626734
Rv1754c	CDS	1984979	1986670	1.2367590285222718e-10	1.351465736901205	1.5436486267561556e-06
Rv1758	CDS	1989042	1989566	2.5695345851062257e-09	1.343207683744125	1.2120431308215718e-05
Rv1759c	CDS	1989833	1992577	8.57420198729919e-09	1.2156679185968298	5.64238996483557e-05
Rv1760	CDS	1993153	1994661	2.399904120431451e-06	1.3404073578108062	-8.774524190807709e-05
Rv1761c	CDS	1994671	1995054	0.0	1.3428177882593268	0.0
Rv1762c	CDS	1995054	1995842	2.7458624263232423e-10	1.3538690760676593	-3.174377733561329e-06
Rv1765c	CDS	1997418	1998515	1.4760753730413967e-10	1.3289216171116853	1.8565997118025201e-06
Rv1766	CDS	1999737	2000006	3.1719967763521595e-09	1.3404336408722461	9.862082537837047e-07
Rv1767	CDS	2000074	2000433	1.2392401327332436e-08	1.3390290840270598	3.744376893255463e-05
Rv1768	CDS	2000614	2002470	5.8099462463268026e-09	1.2474241649653008	4.509401653418621e-05
Rv1769	CDS	2002626	2003870	4.6541742682038034e-10	1.3390240580326238	5.250736083928231e-06
Rv1770	CDS	2003878	2005164	6.600851532034824e-10	1.318925125739949	8.2283138626571e-06
Rv1771	CDS	2005161	2006447	1.0872586164722975e-10	1.350966027942959	2.6541350283681986e-06
Rv1772	CDS	2006636	2006947	7.23681509162688e-09	1.3468018940281488	1.9566211691857127e-05
Rv1773c	CDS	2007020	2007766	1.0876570200046842e-09	1.3304332942383423	1.151663741383313e-05
Rv1774	CDS	2007832	2009172	2.158167857424509e-06	1.337007990286827	-0.0003798782614583551
Rv1775	CDS	2009172	2009990	7.678921942755323e-10	1.328960889590307	9.29505238655981e-06
Rv1776c	CDS	2009995	2010555	0.0	1.3422113645848606	0.0
Rv1777	CDS	2010656	2011960	7.587419581511767e-11	1.3487241570811705	2.3596816722815106e-08
Rv1778c	CDS	2012081	2012530	1.4266844372556875e-08	1.3384454432524695	3.68653608586178e-05
Rv1779c	CDS	2012686	2014479	3.7176595135690604e-11	1.3137630197949073	-1.7974753457883352e-07
Rv1780	CDS	2014699	2015262	5.33261323987233e-10	1.3599898341629366	5.88847235605261e-06
Rv1781c	CDS	2015302	2017476	1.0337996323439569e-06	1.3195055162871387	0.00036723874772082166
Rv1782	CDS	2017740	2019260	1.758490465575413e-06	1.3339606284571563	0.00044565835835852496
Rv1783	CDS	2019257	2023432	1.017867956587537e-09	1.3445805582551138	9.997414017026696e-06
Rv1785c	CDS	2023447	2024628	1.2430023677012514e-10	1.3458453367220988	-2.818870527832029e-06
Rv1786	CDS	2024828	2025031	4.528836083927956e-09	1.3490896553179823	-1.7460719099138267e-05
Rv1787	CDS	2025301	2026398	4.1599244715584405e-08	1.3182601034282513	9.566012617906461e-05
Rv1788	CDS	2026477	2026776	0.0	1.3264255820725988	0.0
Rv1789	CDS	2026790	2027971	8.676237506222151e-11	1.3159436719132442	-6.213336921079282e-07
Rv1790	CDS	2028425	2029477	7.791077449859074e-09	1.3053723165997178	-2.5182373387722112e-05
Rv1791	CDS	2029904	2030203	9.286042101930292e-09	1.3327429933496728	-3.343213454021221e-05
Rv1793	CDS	2030694	2030978	1.1239319985811846e-07	1.350848046797984	5.961746262655998e-05
Rv1794	CDS	2031066	2031968	2.445907976156292e-09	1.3533437634703724	-1.253758797070681e-05
Rv1795	CDS	2032240	2033751	7.103279076048352e-11	1.3350196847369697	-1.4247276330925374e-06
Rv1796	CDS	2033729	2035486	1.409259541340635e-06	1.3365018213881343	-0.00036557678906062874
Rv1797	CDS	2035483	2036703	1.5671404729467042e-09	1.332330065056349	8.130456471022729e-06
Rv1798	CDS	2036700	2038532	8.906384518780897e-10	1.3480758200717364	7.5169499794691674e-06
Rv1799	CDS	2039159	2039350	3.3736344828838583e-09	1.3241163669406177	6.275079586115506e-06
Rv1800	CDS	2039453	2041420	1.0789688321133362e-06	1.3481361078116139	0.00024344256889219373
Rv1801	CDS	2042001	2043272	3.750981525385555e-09	1.3289433954961865	-2.044331500689056e-05
Rv1802	CDS	2043384	2044775	9.328660066643124e-11	1.3292551898455969	-3.451457862568841e-06
Rv1803c	CDS	2044923	2046842	2.2504245689169977e-09	1.2822345601484215	1.704251027595527e-05
Rv1804c	CDS	2047023	2047349	0.0	1.368689142380899	0.0
Rv1805c	CDS	2047687	2048034	1.3313110613921708e-09	1.3553872149165715	3.5080689923527864e-06
Rv1806	CDS	2048072	2048371	0.0	1.360658309755821	0.0
Rv1808	CDS	2049921	2051150	3.0678399803307776e-06	1.3208003978957747	0.0006306805432430007
Rv1809	CDS	2051282	2052688	1.553294214695633e-06	1.335806107368394	5.364560826343068e-05
Rv1810	CDS	2052933	2053289	5.14909148652265e-09	1.349167561455375	-9.531872281642872e-06
Rv1811	CDS	2053443	2054147	1.4137062631647268e-09	1.336722677859199	-8.90390914809469e-06
Rv1812c	CDS	2054157	2055359	2.574349622364025e-10	1.3266732420355964	-2.992831881210023e-07
Rv1813c	CDS	2055681	2056112	8.718849531241801e-10	1.3480491660011729	-5.58092919850095e-06
Rv1814	CDS	2056521	2057423	0.0	1.3566785722660768	0.0
Rv1815	CDS	2057528	2058193	9.585468940864761e-06	1.3360704521508993	0.0008610891910745266
Rv1816	CDS	2058256	2058960	1.3689676059414069e-09	1.344876471512273	-7.673275440822636e-06
Rv1817	CDS	2059595	2061058	2.0378966361089823e-06	1.3421033589303586	-0.0004758796736858417
Rv1818c	CDS	2061178	2062674	1.4862138719151652e-06	1.2013136033320735	-0.0004601124285589786
Rv1819c	CDS	2062809	2064728	6.082856061073727e-06	1.3539748693777964	0.0004029955382742756
Rv1820	CDS	2064799	2066442	8.455053879252716e-10	1.3188066244340648	1.3312844524160372e-05
Rv1821	CDS	2066457	2068883	6.732048706825644e-07	1.343234895484478	0.00020591164341149382
Rv1822	CDS	2069080	2069709	4.103411110900623e-09	1.3471650404854638	1.0496309699570272e-05
Rv1823	CDS	2069702	2070625	1.4345535870319281e-10	1.3264404201257691	-1.434555252366465e-10
Rv1824	CDS	2070654	2071019	0.0	1.3284627227236194	0.0
Rv1825	CDS	2071036	2071914	3.5649779239754764e-09	1.354464029080021	1.5763226810128206e-05
Rv1826	CDS	2071952	2072356	2.6166344557321253e-05	1.3583325576485172	0.0012547599174332347
Rv1827	CDS	2072596	2073084	0.0	1.3522030381872543	0.0
Rv1828	CDS	2073081	2073824	3.086868538559884e-10	1.334356294645282	5.09152862504525e-06
Rv1829	CDS	2073943	2074437	6.642785488342184e-09	1.368796559847913	5.483337805811672e-06
Rv1830	CDS	2074841	2075518	3.9615222213740253e-10	1.3470607525906346	-5.336285933299489e-06
Rv1831	CDS	2075571	2075828	2.540630983371983e-09	1.3524535638400303	1.2887386611315499e-05
Rv1832	CDS	2075877	2078702	6.15338718534808e-07	1.3329635884349096	0.0002512191514932316
Rv1833c	CDS	2078929	2079789	2.4919650787325054e-09	1.3427523384632916	1.826888456096798e-05
Rv1834	CDS	2079830	2080696	2.3557006345598097e-10	1.3326287790835531	4.2772893287246205e-06
Rv1835c	CDS	2080701	2082587	2.565383461217152e-10	1.3296232202209017	-3.1738943019887778e-06
Rv1836c	CDS	2082603	2084636	2.4135710652295472e-09	1.3371943440911334	1.4333159508717053e-05
Rv1837c	CDS	2084756	2086981	9.149633273253244e-10	1.345414571069986	1.1926992922073332e-05
Rv1838c	CDS	2087257	2087652	0.0	1.365374518007074	0.0
Rv1839c	CDS	2087649	2087912	1.8130037471308924e-09	1.3201311696726548	5.60486813994121e-06
Rv1840c	CDS	2087971	2089518	3.230878953264238e-09	1.2393930812456533	3.581043882605606e-05
Rv1841c	CDS	2089681	2090718	2.1453445131491833e-09	1.3366776464295897	1.7882244197409136e-05
Rv1842c	CDS	2090718	2092085	4.893677685302578e-10	1.3242876523896883	9.644186801716081e-06
Rv1843c	CDS	2092259	2093698	9.114131671594805e-11	1.3241630819931853	-3.0191687787617383e-06
Rv1844c	CDS	2093731	2095188	7.825689540830183e-10	1.3383402263683817	9.117430006755356e-06
Rv1845c	CDS	2095218	2096168	1.646295746948745e-08	1.2728626553986975	6.007061476773212e-05
Rv1846c	CDS	2096183	2096599	1.1314071901580292e-09	1.3380598448569896	1.0181115422003284e-05
Rv1847	CDS	2096877	2097299	1.6725823493102254e-05	1.3431739545679613	-8.243458798018466e-05
Rv1848	CDS	2097348	2097650	0.0	1.3255185175913113	0.0
Rv1849	CDS	2097647	2097961	0.0	1.341697654889296	0.0
Rv1850	CDS	2097961	2099694	1.0585503029680865e-09	1.3342211824989074	1.253197387374172e-05
Rv1851	CDS	2099694	2100329	1.4574216555818253e-08	1.294359410796088	6.324109488692331e-05
Rv1852	CDS	2100340	2101014	1.015429096978826e-05	1.3253769359057577	0.0010504516263569186
Rv1853	CDS	2101022	2101648	2.4184040436914245e-08	1.315185062657621	-5.2467971123626445e-05
Rv1854c	CDS	2101651	2103042	0.0	1.345868101786897	0.0
Rv1855c	CDS	2103184	2104107	5.9759375781176516e-09	1.3485378489089022	1.6517535483984158e-05
Rv1856c	CDS	2104146	2104823	1.6357248888709819e-09	1.3128252990084053	1.5352121500666893e-05
Rv1857	CDS	2104985	2105770	7.68320351784979e-09	1.3519425252461739	2.8595400164310725e-05
Rv1858	CDS	2105773	2106567	9.565529063282341e-09	1.3129120810708064	4.797402918485516e-05
Rv1859	CDS	2106574	2107683	1.092617435416443e-08	1.3211700342297439	3.0559168243793344e-05
Rv1860	CDS	2107736	2108713	2.2128993082404236e-10	1.2987386054070562	7.320851457603972e-06
Rv1861	CDS	2109165	2109470	0.0	1.348529326086967	0.0
Rv1862	CDS	2109544	2110584	4.457068596863678e-06	1.3145935618566322	0.0007874622314321678
Rv1863c	CDS	2110591	2111361	0.0	1.3338289319566832	0.0
Rv1864c	CDS	2111354	2112109	1.6402790792291455e-09	1.339117056309028	-4.676413938864421e-06
Rv1865c	CDS	2112106	2112966	2.3610102761750795e-10	1.3502535711650727	3.180201314845199e-06
Rv1866	CDS	2113140	2115476	2.784522057375227e-10	1.3287573851432966	4.328666885711208e-06
Rv1867	CDS	2115764	2117248	3.285407945696761e-09	1.3285154579074445	1.2944915043000549e-05
Rv1868	CDS	2117347	2119446	1.688076678441064e-09	1.3279279233442818	1.1617378066930417e-05
Rv1869c	CDS	2119460	2120695	3.9413361463402907e-10	1.3427077774185876	6.4542387561150605e-06
Rv1870c	CDS	2120795	2121430	1.3214597817834406e-05	1.354249608999624	-1.3822112905403916e-05
Rv1871c	CDS	2121495	2121884	1.4575777862457784e-08	1.3459014559672526	3.312684624717788e-05
Rv1872c	CDS	2121907	2123151	6.728767001418223e-06	1.331266059302886	0.0006029414230449004
Rv1873	CDS	2123174	2123611	2.263118255868557e-05	1.3494805980541258	-0.0013452186597049387
Rv1874	CDS	2123684	2124370	1.5806715936150795e-09	1.3493618037603001	1.0844041462176879e-05
Rv1875	CDS	2124381	2124824	9.584859239630816e-09	1.33511089396279	2.0731577022758962e-05
Rv1876	CDS	2125340	2125819	1.562377283104155e-08	1.374472592058019	2.3477433427954164e-05
Rv1877	CDS	2125904	2127967	8.99443505619768e-07	1.3363666781973524	-0.00018119216237311164
Rv1878	CDS	2128022	2129374	1.6146903222269415e-06	1.3419529195908089	3.3775022713122826e-05
Rv1879	CDS	2129377	2130513	6.326500379127964e-09	1.3507295256028122	-8.124399814068983e-06
Rv1880c	CDS	2130541	2131857	1.0526231553065202e-09	1.3446181553032883	1.2103070206492816e-05
Rv1881c	CDS	2131907	2132329	9.021443592160949e-10	1.3530151232512058	3.349397407537147e-06
Rv1882c	CDS	2132370	2133203	9.145899038109917e-10	1.3447529191185905	-4.000740256138169e-06
Rv1883c	CDS	2133231	2133692	8.416216057405279e-10	1.3528329511786286	-8.734210550198629e-06
Rv1884c	CDS	2133731	2134261	0.0	1.3473382336251452	0.0
