Gene	Type	StartPos	EndPos	4.2bNOchina_KLvalue	4.2bNOchina_Hvalue	4.2bNOchina_DFvalue
Rv0943c	CDS	1052696	1053736	6.352450374613738e-07	1.3184471803286872	0.0002173524759315204
Rv0944	CDS	1053765	1054241	2.1208690359486582e-10	1.3306782143507987	4.498889908277626e-06
Rv0945	CDS	1054247	1055008	5.273210703315989e-06	1.3349583682945423	0.00010306364252715694
Rv0946c	CDS	1055024	1056685	6.625027337836542e-08	1.3436400407953202	2.3233163100544463e-05
Rv0948c	CDS	1057646	1057963	3.931053815797725e-10	1.3544846961948418	2.86759661660696e-06
Rv0949	CDS	1058260	1060575	6.043344213946256e-09	1.3388734712307575	2.8145664106249413e-05
Rv0950c	CDS	1060656	1061654	6.850209587905276e-07	1.3304739360949043	0.0002646484621565137
Rv0951	CDS	1061964	1063127	3.58545970691182e-11	1.3456005373436213	2.04304980716552e-06
Rv0952	CDS	1063140	1064051	4.9060720362370525e-06	1.3531228879222112	-0.0005021334027813795
Rv0953c	CDS	1064114	1064962	5.919956191924314e-10	1.3305788288330052	8.593619302332822e-06
Rv0954	CDS	1065127	1066038	8.382213312341236e-09	1.3265289857293319	3.403568697207815e-05
Rv0955	CDS	1066078	1067445	3.735195486243015e-11	1.3100398768767998	1.252513261829069e-06
Rv0956	CDS	1067561	1068208	6.333990731910433e-08	1.338808316829733	7.672696062394069e-05
Rv0957	CDS	1068205	1069776	9.841799597509748e-11	1.3281968533254778	4.478683857500609e-06
Rv0958	CDS	1069883	1071262	1.690396711495623e-10	1.307461941352037	5.4837468227431074e-06
Rv0959	CDS	1071255	1073273	7.496170351117826e-12	1.3109726100763608	-1.222588606464292e-07
Rv0959A	CDS	1073327	1073548	0.0	1.3437452424499046	0.0
Rv0960	CDS	1073545	1073928	3.096120027024085e-10	1.332384617412878	4.955851277688161e-06
Rv0961	CDS	1074074	1074421	0.0	1.3319705094148735	0.0
Rv0962c	CDS	1074440	1075114	0.0	1.328180579353456	0.0
Rv0963c	CDS	1075297	1076097	0.0	1.3493997512389977	0.0
Rv0964c	CDS	1076196	1076678	1.8861190387298166e-10	1.3256186282856492	-3.9513237302668536e-06
Rv0965c	CDS	1076778	1077197	2.682610800164298e-10	1.3332351518253498	6.4834399732260906e-06
Rv0966c	CDS	1077233	1077835	0.0	1.3234556279676435	0.0
Rv0967	CDS	1077975	1078334	0.0	1.3486910264343055	0.0
Rv0968	CDS	1078391	1078687	5.550999659931222e-10	1.3142620847303457	-5.112244382654563e-06
Rv0969	CDS	1078743	1081055	1.0627434472443298e-06	1.3098076799323506	-0.000532789026843894
Rv0970	CDS	1081052	1081684	2.7046763884097658e-08	1.3433712669659283	1.8259879189630457e-05
Rv0971c	CDS	1081775	1082584	7.214089881024677e-10	1.290151117600999	1.0526800673205106e-05
Rv0972c	CDS	1082584	1083750	0.0	1.3420504069669748	0.0
Rv0973c	CDS	1083747	1085750	5.246688083992979e-10	1.3209554841514506	7.80747758882816e-06
Rv0974c	CDS	1085756	1087345	5.8649850531722336e-08	1.3328783801552824	-3.849404452166416e-05
Rv0975c	CDS	1087348	1088496	8.292367903450781e-10	1.3210223509969417	1.208844057493108e-05
Rv0976c	CDS	1088493	1090175	2.2273228578173487e-07	1.3023874878386958	5.402894056205643e-05
Rv0977	CDS	1090373	1093144	9.19968545787242e-11	1.2764981616132287	3.0248563490653524e-06
Rv0978c	CDS	1093361	1094356	6.292653842443485e-09	1.2931895166367866	3.7114683970274065e-05
Rv0979c	CDS	1094670	1094864	0.0	1.3094491184507517	0.0
Rv0979A	CDS	1094886	1095059	0.0	1.332126861609277	0.0
Rv0980c	CDS	1095078	1096451	1.2095965920000395e-06	1.2918227647336378	-0.00034841969148580176
Rv0981	CDS	1096822	1097508	9.640147957790113e-06	1.3379759260315451	-0.0009231514030609289
Rv0982	CDS	1097508	1099022	2.511325465803793e-06	1.3382570952688477	-7.180878180756967e-05
Rv0983	CDS	1099066	1100460	1.1896739149364066e-10	1.328470707558402	4.770866989689537e-06
Rv0984	CDS	1100460	1101005	1.5881362891434492e-10	1.3240304905006748	-2.6062130618620394e-06
Rv0985c	CDS	1101025	1101480	0.0	1.3653998620652672	0.0
Rv0986	CDS	1101803	1102549	1.5260309682574302e-10	1.3817060338020872	1.2209536943141863e-06
Rv0987	CDS	1102542	1105109	5.505927376803221e-07	1.3758059370454818	3.4807848669216046e-05
Rv0988	CDS	1105116	1106276	2.438494518697265e-06	1.3751138334503628	-0.0002782343744367477
Rv0989c	CDS	1106405	1107382	1.39607414517684e-09	1.3400070896762297	7.842391706258667e-06
Rv0990c	CDS	1107443	1108099	9.534535169497538e-06	1.3083272615677117	0.001037822171694791
Rv0991c	CDS	1108172	1108504	0.0	1.3501802220481371	0.0
Rv0992c	CDS	1108578	1109171	7.996587695902058e-06	1.2867059071077283	-0.00027857100466160967
Rv0993	CDS	1109272	1110192	8.711820709272899e-10	1.3302042699284957	1.07887247123295e-05
Rv0994	CDS	1110269	1111549	2.4434176130738727e-06	1.307363621182826	0.0005918443421118469
Rv0995	CDS	1111612	1112223	0.0	1.3070613298946243	0.0
Rv0996	CDS	1112384	1113460	2.111372996660421e-06	1.3219252284969178	-0.00042068830282671055
Rv0997a	CDS	1113861	1114112	0.0	1.367942843610289	0.0
Rv0997	CDS	1114293	1114724	2.678677835099563e-10	1.3369402180115404	4.9881076665814206e-06
Rv0998	CDS	1114748	1115749	2.9094404663254636e-10	1.3327667440407114	-1.723716252399754e-06
Rv0999	CDS	1115767	1116525	8.447620380991339e-11	1.331233885997775	-3.3239584407152023e-06
Rv1000c	CDS	1116531	1117148	1.2693363027338478e-09	1.3294051991661484	9.508601484464752e-06
Rv1001	CDS	1117185	1118393	6.41283692814909e-11	1.3355410642361432	3.490848600740115e-06
Rv1002c	CDS	1118428	1119939	7.138761803915372e-11	1.3229329734430866	2.2869312329976133e-06
Rv1003	CDS	1120022	1120879	6.33359475976647e-11	1.3012770474830626	2.0107739377994704e-06
Rv1004c	CDS	1120889	1122148	1.7277934638570969e-10	1.2517988621304141	7.154838274459063e-06
Rv1005c	CDS	1122222	1123598	2.42660006122275e-06	1.3115107080317152	0.0005475885900541599
Rv1006	CDS	1123714	1125417	1.6101953104197264e-11	1.3400839605746047	1.284203440810039e-06
Rv1007c	CDS	1125444	1127003	1.2182671538241152e-10	1.345402779771147	-4.99888982374852e-07
Rv1008	CDS	1127089	1127883	7.159809967127728e-10	1.3181836067065136	-9.411803785608353e-06
Rv1009	CDS	1128091	1129179	6.247654067981223e-07	1.3159018359756014	0.0003096205164349053
Rv1010	CDS	1129152	1130105	7.920434695329881e-07	1.3254968339730222	0.00025531639500070424
Rv1011	CDS	1130191	1131111	0.0	1.3094872999939602	0.0
Rv1012	CDS	1131128	1131421	4.569318274261214e-05	1.3160988990449995	-0.0018686075486366027
Rv1013	CDS	1131625	1133259	2.6025165356102775e-10	1.3319473994473014	4.673093034368581e-06
Rv1014c	CDS	1133333	1133908	7.259238321566386e-09	1.3280457967307373	-2.82053881067168e-05
Rv1015c	CDS	1133921	1134568	7.549133540507569e-11	1.3246962014128063	-6.982726769022563e-08
Rv1016c	CDS	1134785	1135465	0.0	1.3548971333515447	0.0
Rv1017c	CDS	1135501	1136481	4.674083342592894e-11	1.3436989889519158	1.4108485654196201e-06
Rv1018c	CDS	1136573	1138060	2.949607225133377e-11	1.3207633262473641	-3.796712417791781e-07
Rv1019	CDS	1138315	1138908	0.0	1.3395771868322233	0.0
Rv1020	CDS	1138967	1142671	2.863936865438177e-11	1.3130187377263796	2.5693400068638184e-07
Rv1021	CDS	1142671	1143648	4.6612658177735966e-11	1.3560259006595978	1.792329934635628e-06
Rv1022	CDS	1143736	1144467	8.7238578444504e-06	1.3198954104355665	0.0008960180097057346
Rv1023	CDS	1144564	1145853	2.56309969975943e-06	1.3270254272706121	0.0005398864954793692
Rv1024	CDS	1145858	1146544	4.513098783576197e-10	1.306904199016309	9.224007618546803e-06
Rv1025	CDS	1146561	1147028	0.0	1.3133045410835753	0.0
Rv1026	CDS	1147019	1147978	4.316208501720098e-10	1.308973377580866	-2.4413568603942615e-06
Rv1027c	CDS	1148427	1149107	6.164436738842483e-10	1.3496437061226747	8.532999325960855e-06
Rv1028c	CDS	1149104	1151686	1.0117645610208115e-10	1.3254502992302928	-4.666580233292361e-06
Rv1028A	CDS	1151920	1152012	0.0	1.3546512571192695	0.0
Rv1029	CDS	1152012	1153727	2.2778756658681232e-10	1.3481607625643368	4.91058708168568e-06
Rv1030	CDS	1153724	1155853	1.0655032411932552e-11	1.3358078371439932	9.593171946820078e-07
Rv1031	CDS	1155853	1156422	0.0	1.3319091412091475	0.0
Rv1032c	CDS	1156426	1157955	0.0	1.339817507802763	0.0
Rv1033c	CDS	1157963	1158736	0.0	1.3567973302045933	0.0
Rv1037c	CDS	1160544	1160828	3.833473721237546e-06	1.3504026934343616	0.0005468823297377634
Rv1038c	CDS	1160855	1161151	5.839267958052119e-10	1.3447073461678862	6.60442387834248e-06
Rv1039c	CDS	1161297	1162472	5.342729592072715e-10	1.3122716113325406	6.159120523319128e-06
Rv1040c	CDS	1162549	1163376	7.164758786259995e-10	1.3110686415442407	7.024804500377346e-06
Rv1041c	CDS	1164572	1165435	2.417014366429271e-10	1.337120385613755	3.921106671855856e-06
Rv1042c	CDS	1165092	1165499	9.741600859314303e-10	1.3324957056898867	1.047275819243687e-05
Rv1043c	CDS	1165781	1166806	1.45941980722597e-10	1.3444278811135308	3.869894188268663e-06
Rv1044	CDS	1167053	1167676	0.0	1.3418023214489136	0.0
Rv1045	CDS	1167673	1168554	0.0	1.3541795671849555	0.0
Rv1047	CDS	1169423	1170670	9.691671026823556e-08	1.323106184522571	0.00014177784365432267
Rv1048c	CDS	1171038	1172153	3.6295022542987e-11	1.3571311604276475	-1.2776713840811915e-06
Rv1049	CDS	1172386	1172832	0.0	1.3017647906789063	0.0
Rv1050	CDS	1172881	1173786	2.2294810442247126e-10	1.3191801828663716	-6.3318316563809596e-06
Rv1051c	CDS	1173945	1174700	3.0133545658728167e-10	1.331284943116526	-4.399532272936213e-06
Rv1052	CDS	1175723	1176112	3.1440955394757e-10	1.3615418774039547	4.1796052005493856e-06
Rv1056	CDS	1177628	1178392	8.032208231867344e-11	1.342347613694292	2.908692447900485e-06
Rv1057	CDS	1179396	1180577	1.5566838373892722e-09	1.3273101273550585	-1.1106007135663898e-05
Rv1058	CDS	1180684	1182315	2.1565369490161856e-09	1.3504538776580763	1.1819486321618111e-05
Rv1059	CDS	1182391	1183455	0.0	1.3399284816171504	0.0
Rv1060	CDS	1183508	1183981	0.0	1.3300286072296394	0.0
Rv1061	CDS	1184015	1184878	5.607019293307758e-10	1.34850623799271	7.116049330957441e-06
Rv1062	CDS	1184883	1185740	7.351153019641288e-11	1.3126202394897162	3.821880073084927e-06
Rv1063c	CDS	1185741	1186823	4.212191706542967e-11	1.3138937053410304	2.3669370070589224e-06
Rv1064c	CDS	1186904	1187323	0.0	1.3032144563025405	0.0
Rv1065	CDS	1187435	1188001	9.73807146031902e-11	1.324468386897175	-2.399731319768783e-07
Rv1066	CDS	1187998	1188393	0.0	1.2673179320621406	0.0
Rv1067c	CDS	1188421	1190424	3.523185207465751e-08	1.2047419526455287	9.644978425743522e-05
Rv1068c	CDS	1190757	1192148	7.95479404067101e-06	1.241256156663919	0.0014328929638450782
Rv1069c	CDS	1192510	1194273	4.0325465189283705e-11	1.3407655162011356	-2.249758984718131e-06
Rv1070c	CDS	1194270	1195043	3.273366022682467e-10	1.3413953002159849	-5.982977113072607e-06
Rv1071c	CDS	1195055	1196092	2.05725791957434e-09	1.337281817171553	8.329231128645365e-06
Rv1072	CDS	1196279	1197115	0.0	1.3456164678396163	0.0
Rv1073	CDS	1197231	1198082	0.0	1.3544897251541566	0.0
Rv1074c	CDS	1198156	1199373	0.0	1.3357438741360754	0.0
Rv1075c	CDS	1199426	1200370	1.377070679708936e-10	1.3142962766690363	5.295107675107324e-07
Rv1076	CDS	1200767	1201660	2.3977431151678275e-10	1.3360216337198896	5.735894397784769e-06
Rv1077	CDS	1201717	1203111	5.593319696295396e-10	1.3277265146658288	-7.992097585562963e-06
Rv1078	CDS	1203313	1204035	7.82454891634643e-06	1.3282530852259422	0.000795544948549165
Rv1079	CDS	1204067	1205233	0.0	1.3407413075577292	0.0
Rv1080c	CDS	1205304	1205798	0.0	1.3362377262041603	0.0
Rv1081c	CDS	1205984	1206418	0.0	1.318510137590847	0.0
Rv1082	CDS	1206520	1207386	0.0	1.3341541978558764	0.0
Rv1083	CDS	1207383	1207649	0.0	1.3516456677709483	0.0
Rv1084	CDS	1207636	1209657	1.7322165923872035e-10	1.2856542461792557	5.438778311495085e-06
Rv1085c	CDS	1209756	1210484	8.214533497863385e-10	1.3226966668946223	1.2174891377170205e-05
Rv1086	CDS	1210595	1211383	7.099528072374017e-06	1.3392736886247494	0.0007266760984390164
Rv1087	CDS	1211560	1213863	6.950451325593576e-10	1.1998149366233992	1.570941631093281e-05
Rv1088	CDS	1214513	1214947	3.7686814780002464e-09	1.3274321736013195	-2.089105608232833e-05
Rv1088a	CDS	1215225	1215407	0.0	1.303517443106057	0.0
Rv1091	CDS	1216469	1219030	4.550991250518166e-10	1.1911326752113842	-2.437576487157589e-06
Rv1092c	CDS	1219248	1220186	0.0	1.3513392063278586	0.0
Rv1093	CDS	1220574	1221854	1.2212053590587857e-10	1.325139677728175	3.835853645217657e-06
Rv1094	CDS	1221959	1222786	0.0	1.3466198042658564	0.0
Rv1095	CDS	1222997	1224298	2.9359792375061033e-11	1.325576611606249	-2.1543642150789744e-06
Rv1096	CDS	1224385	1225260	0.0	1.344925930897661	0.0
Rv1097c	CDS	1225263	1226144	5.290314782302463e-06	1.3320376736505308	-0.0005778509696129364
Rv1098c	CDS	1226141	1227565	8.64791016574884e-11	1.3350477396261646	-2.5429040458324614e-06
Rv1099c	CDS	1227596	1228684	1.3824147382379692e-10	1.323925461241609	-8.304703116301937e-07
Rv1100	CDS	1228683	1229384	0.0	1.322231722844783	0.0
Rv1101c	CDS	1229391	1230548	8.935807649379512e-11	1.3525585816045225	-1.5447611325658528e-06
Rv1102c	CDS	1230660	1230971	4.3555951800611226e-05	1.3559055414995007	-0.002045121378796033
Rv1103c	CDS	1230971	1231291	0.0	1.343311059095531	0.0
Rv1106c	CDS	1232844	1233956	1.0460521209787466e-06	1.341274502786216	0.00028695318179683404
Rv1107c	CDS	1233966	1234223	0.0	1.3442629726312494	0.0
Rv1108c	CDS	1234213	1235460	3.0300410273076395e-06	1.3141633631367318	0.0006416069434642679
Rv1109c	CDS	1235457	1236095	0.0	1.3400095879685048	0.0
Rv1110	CDS	1236185	1237192	0.0	1.3318067306154528	0.0
Rv1111c	CDS	1237209	1238192	2.953831703400578e-06	1.3200189292116196	-0.0001885220300714141
Rv1112	CDS	1238255	1239328	4.058753333424647e-11	1.3342183837386412	2.268640750258122e-06
Rv1113	CDS	1239416	1239613	0.0	1.309960362923145	0.0
Rv1114	CDS	1239610	1239984	0.0	1.3266385198796549	0.0
Rv1115	CDS	1240187	1240885	0.0	1.3536345789737567	0.0
Rv1116	CDS	1241003	1241188	0.0	1.3376399691550018	0.0
Rv1117	CDS	1241633	1241956	4.6557957489312685e-10	1.350172363732973	-6.07445751427127e-06
Rv1118c	CDS	1241971	1242831	4.2327308324985324e-11	1.3234132286649383	2.2145644779092422e-07
Rv1119c	CDS	1242864	1243013	0.0	1.3183812275087576	0.0
Rv1120c	CDS	1243010	1243504	0.0	1.3315109154709788	0.0
Rv1121	CDS	1243707	1245107	2.2859658610485667e-11	1.346610964480363	1.0989330357369376e-06
Rv1122	CDS	1245129	1246151	2.960446943145456e-09	1.3349903809021066	1.5440482802442368e-05
Rv1123c	CDS	1246144	1247052	0.0	1.327878141107453	0.0
Rv1124	CDS	1247127	1248077	7.647731892213017e-10	1.3178685581620122	1.1792022489631737e-05
Rv1125	CDS	1248082	1249326	3.553792843336012e-06	1.3087341107450738	0.0007563959900718231
Rv1126c	CDS	1249330	1249935	5.36335031942059e-10	1.3371143166111377	7.864205580077055e-06
Rv1127c	CDS	1249932	1251404	5.641149923074629e-06	1.3294122677037288	0.0009045353868193939
Rv1128c	CDS	1251617	1252972	9.385026089603343e-11	1.3364599632149847	2.0338812363740466e-06
Rv1129c	CDS	1253074	1254534	6.167933441769691e-09	1.3375055309573631	-2.2138020589812513e-05
Rv1130	CDS	1254555	1256135	1.8102963707522512e-06	1.336012901048179	0.0003843234399449891
Rv1131	CDS	1256132	1257313	2.2811363908914473e-11	1.332664222946867	-5.622590049103593e-08
Rv1132	CDS	1257325	1259055	1.3767209594561791e-11	1.346387905459944	-8.600212159648457e-07
Rv1133c	CDS	1259067	1261346	1.902461521652299e-11	1.3108175129081352	-6.709773470170433e-08
Rv1134	CDS	1261922	1262158	0.0	1.2838886003798158	0.0
Rv1135c	CDS	1262272	1264128	2.591167835852559e-10	1.3405616469408108	5.429249341437625e-06
Rv1138a	CDS	1265034	1265438	0.0	1.3269595059479156	0.0
Rv1138c	CDS	1265472	1266488	3.404722781485958e-09	1.3238805540266054	2.6857421495551925e-05
Rv1139c	CDS	1266485	1266985	0.0	1.3333915158653113	0.0
Rv1140	CDS	1267347	1268195	1.0080054568817332e-09	1.3374828708058328	3.016885619211429e-06
Rv1141c	CDS	1268203	1269009	0.0	1.3361127419053802	0.0
Rv1142c	CDS	1269152	1269958	0.0	1.3240869882456745	0.0
Rv1143	CDS	1270062	1271144	3.87974652404921e-11	1.3344815591173496	2.0380450621027e-06
Rv1144	CDS	1271156	1271908	1.8972932391836395e-08	1.3287249384250608	4.5588943072716326e-05
Rv1145	CDS	1272423	1273334	2.789010800086089e-09	1.3456146725098272	-1.287530500337919e-05
Rv1146	CDS	1273355	1274767	0.0	1.3304078280339535	0.0
Rv1147	CDS	1274900	1275550	1.0645140324783142e-10	1.310871534341811	-3.738417489962398e-06
Rv1148c	CDS	1276300	1277748	5.686242637858996e-08	1.3414458247442032	3.004628400465892e-05
Rv1149	CDS	1277893	1278300	3.124226988227008e-10	1.3324957050281492	3.7990144131083703e-06
Rv1151c	CDS	1278904	1279617	1.8144133417941077e-09	1.3276942866425703	1.735564393645639e-05
Rv1152	CDS	1279655	1280020	3.5655955965552266e-10	1.3199830682926657	7.361666338467909e-06
Rv1153c	CDS	1279998	1280846	0.0	1.3394871581827275	0.0
Rv1154c	CDS	1280843	1281484	5.36715505372598e-10	1.3545986388775713	7.607897370531802e-06
Rv1155	CDS	1281429	1281872	2.1762640942668554e-05	1.3533264490457146	0.0013176278321669344
Rv1155a	CDS	1282030	1282218	0.0	1.323314649246693	0.0
Rv1156	CDS	1282306	1282893	0.0	1.3439092817533747	0.0
Rv1157c	CDS	1283056	1284171	2.4490354189055097e-11	1.3005167389750527	-6.139871815968867e-07
Rv1158c	CDS	1284179	1284862	4.690426380626889e-10	1.2606957632911673	9.459374286202582e-06
Rv1159	CDS	1284992	1286287	3.457111968918625e-08	1.3266930791868576	3.63679275192097e-05
Rv1159A	CDS	1286284	1286568	7.269529811448905e-09	1.3698712815825527	1.0534044388943453e-05
Rv1160	CDS	1286595	1287020	1.1577067082768622e-09	1.3125615041427803	-1.1390926630161502e-05
Rv1161	CDS	1287328	1291026	1.3831302769773401e-10	1.3427571010865442	2.951919792382185e-06
Rv1162	CDS	1291065	1292741	6.602773883201962e-11	1.3388904411136968	1.9320761172614276e-06
Rv1163	CDS	1292798	1293403	0.0	1.3027526251533108	0.0
Rv1164	CDS	1293406	1294146	0.0	1.3354267595351366	0.0
Rv1165	CDS	1294168	1296054	1.1488049400654177e-10	1.328894730890448	4.86242240077539e-06
Rv1166	CDS	1296152	1298059	6.607181468609724e-11	1.3252391992037693	-7.062148683067981e-07
Rv1167c	CDS	1298087	1298692	0.0	1.3341846929782402	0.0
Rv1168c	CDS	1298764	1299804	0.0	1.3453521307691019	0.0
Rv1169c	CDS	1299822	1300124	4.493036498409708e-10	1.3677896814266024	-4.566095815561333e-06
Rv1170	CDS	1300304	1301215	5.6172677620480727e-11	1.3230298025408307	-2.4214505141562093e-06
Rv1171	CDS	1301307	1301747	0.0	1.3132372723434138	0.0
Rv1172c	CDS	1301755	1302681	1.3217676952947954e-10	1.3402559754151464	1.6552622388310567e-06
Rv1173	CDS	1302931	1305501	2.637268181615582e-11	1.3294572417842538	-9.630017251960332e-07
Rv1174c	CDS	1305669	1306001	2.6756706850150636e-09	1.345907593820849	8.213233023690591e-07
Rv1175c	CDS	1306202	1308226	1.7523458828438976e-07	1.3371709278674273	0.00010449402553491804
Rv1176c	CDS	1308223	1308792	0.0	1.3423434965341157	0.0
Rv1177	CDS	1309005	1309331	0.0	1.358637023797439	0.0
Rv1178	CDS	1309364	1310452	3.60968270418649e-06	1.3102091866901004	-0.0005408179359883136
Rv1179c	CDS	1310480	1313299	1.2606445587426407e-07	1.3148985110077642	-0.00011627122813556712
Rv1180	CDS	1313725	1315191	4.29706825677556e-11	1.3414428100919733	2.640120158492465e-06
Rv1181	CDS	1315234	1319982	8.588707522960703e-11	1.331497900471134	3.9711992594893e-06
Rv1182	CDS	1320035	1321453	2.1453061549436825e-11	1.3645499001989212	1.0407518514776726e-06
Rv1183	CDS	1321520	1324528	6.302808275293614e-11	1.359187204353007	-1.971116803278772e-06
Rv1184c	CDS	1324532	1325611	3.8835601401387976e-11	1.3457652626185563	2.107627837977244e-06
Rv1185c	CDS	1325776	1327512	3.750355581644271e-11	1.36559820312261	-1.0645090716132621e-06
Rv1186c	CDS	1327689	1329305	9.544273149586502e-10	1.3158059177920993	7.500707335794665e-07
Rv1187	CDS	1329390	1331021	1.5974255251904879e-10	1.3286159433541789	3.938885885568233e-06
Rv1188	CDS	1331021	1332010	4.7375658951409605e-11	1.3083486730491325	2.5510130791106533e-06
Rv1189	CDS	1332092	1332964	0.0	1.3367791638864355	0.0
Rv1190	CDS	1332980	1333858	9.720582799244148e-07	1.3193171981784748	0.00028957690587055884
Rv1191	CDS	1333931	1334845	0.0	1.3166449904578847	0.0
Rv1192	CDS	1334927	1335754	1.383096415175089e-09	1.3215591797708797	1.7232577442571895e-05
Rv1193	CDS	1335794	1337215	0.0	1.3156105540710323	0.0
Rv1194c	CDS	1337248	1338513	1.48361101182104e-10	1.3403773547767952	5.039290656150275e-06
Rv1195	CDS	1339003	1339302	0.0	1.329736812687345	0.0
Rv1196	CDS	1339349	1340524	1.0511797306989035e-05	1.3071631787060138	-0.001221523716609052
Rv1197	CDS	1340659	1340955	8.584665729560736e-06	1.3509822539465146	-0.000706153202580273
Rv1198	CDS	1341006	1341290	0.00015616262862810926	1.3539565036332828	-0.0035625550083069335
Rv1199c	CDS	1341358	1342605	9.295835501355043e-08	1.3238260977963652	-2.4131800025639638e-05
Rv1200	CDS	1342942	1344219	1.0040257514276618e-10	1.3386307871512457	1.9609197274284007e-06
Rv1201c	CDS	1344216	1345169	1.5761121438528924e-06	1.32406109010241	0.0004846049831173094
Rv1202	CDS	1345260	1346324	3.2045257974955277e-07	1.3289592390001215	0.0001984779306479223
Rv1203c	CDS	1346321	1346905	1.3827655687137508e-10	1.3081546897678002	3.473823487976091e-06
Rv1204c	CDS	1346936	1348624	1.5418116783294522e-10	1.2984855854424082	4.050008005407335e-06
Rv1205	CDS	1348719	1349282	0.0	1.3508682920670294	0.0
Rv1206	CDS	1349332	1351125	0.0	1.337394157568542	0.0
Rv1207	CDS	1351191	1352147	5.051004059453135e-11	1.3180965176491881	2.647632921959353e-06
Rv1208	CDS	1352144	1353118	0.0	1.3301094793535588	0.0
Rv1209	CDS	1353157	1353525	2.0330502281673546e-09	1.303805638883682	4.772640734784783e-06
Rv1210	CDS	1353522	1354136	1.4681014182116314e-09	1.3424345656939134	1.1404170765005883e-05
Rv1211	CDS	1354243	1354470	0.0	1.3319338830852325	0.0
Rv1212c	CDS	1354498	1355661	2.406902455120985e-11	1.3421967599133957	-1.40815789695381e-07
Rv1213	CDS	1355836	1357050	2.712057245446431e-10	1.3527604465980663	3.3280970782589847e-06
Rv1214c	CDS	1357293	1357625	0.0	1.33729918237523	0.0
Rv1215c	CDS	1357759	1359444	1.4125444605106452e-06	1.3161781653671012	-0.00033356459045313924
Rv1216c	CDS	1359472	1360146	0.0	1.3621134209524552	0.0
Rv1217c	CDS	1360155	1361801	8.845378318689257e-10	1.2950958784841904	1.5046166875837264e-05
Rv1218c	CDS	1361798	1362733	4.9234449850388273e-11	1.339986788127359	1.6232769708968142e-06
Rv1219c	CDS	1362723	1363361	0.0	1.3465646651953105	0.0
Rv1220c	CDS	1363503	1364150	4.930914565548505e-10	1.2944438226840531	7.891020671058069e-06
Rv1221	CDS	1364413	1365186	2.9531771472690593e-10	1.3517969349525587	3.7815455505296747e-06
Rv1222	CDS	1365344	1365808	0.0	1.3175103287585386	0.0
Rv1223	CDS	1365875	1367461	4.280331644679336e-11	1.339744638865967	1.4288848965704481e-06
Rv1224	CDS	1367463	1367858	2.7427259898182843e-05	1.338087088177084	0.0017332056794467365
Rv1225c	CDS	1367891	1368721	7.166239823774845e-11	1.3086766702587753	3.252802811160027e-06
Rv1226c	CDS	1368832	1370295	2.004676477596057e-06	1.2868738215232227	0.00040196473886072726
Rv1227c	CDS	1370292	1370825	1.6583661111013726e-09	1.3052005685734598	5.722944572350563e-06
Rv1228	CDS	1370920	1371477	4.043063106529132e-09	1.3329456701033406	2.1805625809223628e-05
Rv1228a	CDS	1371529	1371702	1.2848081654137644e-08	1.349500354035078	-3.793262036833056e-05
Rv1229c	CDS	1371777	1372949	9.091405406280728e-11	1.3241011815684838	1.8188639455685163e-07
Rv1230c	CDS	1372962	1374197	1.4679306542531023e-07	1.303139885904221	0.00013683153667093384
Rv1231c	CDS	1374322	1374864	0.0	1.3273163244094601	0.0
Rv1232c	CDS	1374861	1376168	2.663346547804313e-06	1.3273499704873108	0.000576041130296634
Rv1233c	CDS	1376230	1376826	8.940104212484812e-11	1.3202557642654493	1.3356825711019482e-06
Rv1234	CDS	1376976	1377503	1.7944457031404681e-10	1.3491838216285108	-3.927970596617758e-06
Rv1235	CDS	1377524	1378930	0.0	1.333219066826564	0.0
Rv1236	CDS	1378927	1379850	0.0	1.348064459905833	0.0
Rv1237	CDS	1379855	1380679	0.0	1.3534111978795726	0.0
Rv1238	CDS	1380684	1381865	2.5071167364387748e-11	1.3643402504281426	-1.5438197870087933e-07
Rv1239c	CDS	1381942	1383042	0.0	1.355095010723889	0.0
Rv1240	CDS	1383213	1384202	6.154504905708791e-08	1.325344084255894	9.130697773684915e-05
Rv1241	CDS	1384278	1384538	0.0	1.3347151708641634	0.0
Rv1242	CDS	1384535	1384966	1.8005819057975714e-10	1.343850345263176	-1.812665453682083e-06
Rv1243c	CDS	1384989	1386677	5.514199374889728e-10	1.243187279780859	9.789061110265784e-06
Rv1244	CDS	1386857	1387717	0.0	1.30207822385341	0.0
Rv1245c	CDS	1387798	1388628	0.0	1.3396732519264578	0.0
Rv1246c	CDS	1388685	1388978	5.22699955540773e-09	1.3481296487783467	1.5366608523470493e-05
Rv1247c	CDS	1388975	1389244	0.0	1.3498262740869467	0.0
Rv1248c	CDS	1389357	1393052	3.0286726676598263e-07	1.3427676366279668	-0.00012693133509023014
Rv1249c	CDS	1393194	1393982	7.122107933854593e-06	1.3273890357617217	-0.0008112932766894398
Rv1250	CDS	1394179	1395918	1.4628684379403012e-06	1.3313552585173345	0.0004927367103107483
Rv1251c	CDS	1395821	1399240	3.9289394493380314e-07	1.3237171437639934	0.00023637354894334717
Rv1252c	CDS	1399296	1399904	0.0	1.3249583786462407	0.0
Rv1253	CDS	1399970	1401661	1.2454477532619634e-06	1.3448722665302584	0.00033417313698236306
